event_id,campaign,flight,time,sky,note
PERCUSION_ECVal_RF05_110810,PERCUSION,ECVal_RF05,2024-11-14T11:08:10.531000,partly cloudy,
PERCUSION_ECVal_RF05_111017,PERCUSION,ECVal_RF05,2024-11-14T11:10:17.507000,partly cloudy,
PERCUSION_ECVal_RF06_173215,PERCUSION,ECVal_RF06,2024-11-16T17:32:15.926000,cloudy,
PERCUSION_ECVal_RF06_172801,PERCUSION,ECVal_RF06,2024-11-16T17:28:01.974000,cloudy,
PERCUSION_ECVal_RF06_172708,PERCUSION,ECVal_RF06,2024-11-16T17:27:08.726000,cloudy,
PERCUSION_ECVal_RF06_172700,PERCUSION,ECVal_RF06,2024-11-16T17:27:00.534000,cloudy,
PERCUSION_ECVal_RF06_172311,PERCUSION,ECVal_RF06,2024-11-16T17:23:11.158000,cloudy,
PERCUSION_ECVal_RF06_172145,PERCUSION,ECVal_RF06,2024-11-16T17:21:45.142000,cloudy,
PERCUSION_ECVal_RF06_172108,PERCUSION,ECVal_RF06,2024-11-16T17:21:08.278000,partly cloudy,
PERCUSION_ECVal_RF05_111532,PERCUSION,ECVal_RF05,2024-11-14T11:15:32.899000,clear,
