event_id,campaign,flight,time,channel,x,y,source
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,499,330,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,508,353,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,503,345,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,501,357,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,484,364,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,474,373,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,459,380,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,457,381,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,447,396,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,439,405,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,431,414,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,421,423,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,412,432,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,403,441,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,396,452,suggested
HALO-AC3_RF09_154220,HALO-AC3,RF09,2022-03-28T15:42:20.000000,1,389,462,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,305,40,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,312,49,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,320,57,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,325,63,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,335,69,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,353,79,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,354,95,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,351,110,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,349,124,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,349,132,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,348,146,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,350,153,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,354,168,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,356,180,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,359,190,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,362,203,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,365,212,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,369,217,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,370,217,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,372,234,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,372,241,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,372,253,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,374,261,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,377,273,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,382,282,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,389,296,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,394,306,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,402,316,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,411,331,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,414,336,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,416,338,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,434,349,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,446,349,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,463,363,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,478,358,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,483,346,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,480,355,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,515,367,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,522,358,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,511,332,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,489,344,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,505,323,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,506,315,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,508,303,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,513,311,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,507,285,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,517,269,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,514,258,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,512,248,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,512,237,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,512,226,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,515,214,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,519,198,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,519,197,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,514,181,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,520,179,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,520,164,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,526,153,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,535,146,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,552,130,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,549,128,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,566,129,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,567,119,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,564,108,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,574,104,suggested
HALO-AC3_RF09_154301,HALO-AC3,RF09,2022-03-28T15:43:01.000000,1,583,108,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,49,459,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,61,454,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,78,457,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,95,436,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,85,422,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,86,418,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,89,411,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,98,405,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,136,463,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,124,461,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,133,452,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,219,48,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,212,59,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,207,68,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,196,83,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,188,90,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,178,100,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,172,105,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,159,113,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,145,119,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,138,124,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,130,130,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,122,133,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,124,134,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,100,142,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,90,149,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,85,151,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,68,161,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,64,166,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,58,174,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,585,403,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,574,399,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,407,401,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,394,400,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,382,401,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,369,402,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,356,401,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,344,399,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,331,398,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,318,397,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,305,397,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,292,399,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,284,403,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,271,410,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,258,413,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,245,415,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,232,413,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,224,406,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,211,398,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,201,394,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,188,392,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,180,400,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,179,403,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,169,414,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,151,403,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,139,399,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,134,393,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,119,384,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,114,378,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,103,368,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,96,359,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,93,349,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,91,345,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,92,333,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,95,323,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,103,312,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,107,302,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,115,289,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,118,277,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,123,265,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,128,253,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,133,241,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,137,232,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,143,221,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,151,213,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,161,209,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,174,196,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,179,193,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,193,194,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,205,192,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,218,193,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,231,187,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,241,180,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,253,171,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,261,160,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,269,150,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,275,140,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,281,130,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,293,121,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,303,111,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,311,101,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,318,92,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,326,82,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,334,72,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,342,61,suggested
HALO-AC3_RF09_154407,HALO-AC3,RF09,2022-03-28T15:44:07.000000,1,349,52,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,419,52,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,411,63,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,406,72,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,400,84,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,393,93,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,384,103,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,376,113,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,366,121,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,357,126,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,359,124,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,353,129,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,335,137,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,326,145,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,314,145,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,302,153,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,299,161,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,257,247,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,333,184,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,329,197,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,329,206,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,333,215,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,340,224,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,349,233,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,358,241,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,369,248,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,379,254,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,393,263,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,393,264,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,403,269,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,418,268,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,426,272,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,436,282,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,440,286,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,452,295,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,453,313,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,456,321,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,463,333,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,468,343,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,476,353,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,482,362,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,493,373,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,495,388,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,495,396,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,500,409,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,505,414,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,517,419,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,528,426,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,536,442,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,536,450,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,538,461,suggested
HALO-AC3_RF09_154541,HALO-AC3,RF09,2022-03-28T15:45:41.000000,1,349,159,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,359,44,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,364,56,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,369,71,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,363,85,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,355,95,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,346,105,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,342,113,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,329,126,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,318,131,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,312,137,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,308,146,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,299,159,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,291,169,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,285,181,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,272,190,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,265,198,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,257,208,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,250,218,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,241,228,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,231,238,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,225,247,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,216,258,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,212,269,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,203,280,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,201,288,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,200,292,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,200,299,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,206,309,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,213,320,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,210,340,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,203,348,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,196,357,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,185,369,suggested
HALO-AC3_RF09_154614,HALO-AC3,RF09,2022-03-28T15:46:14.000000,1,178,376,suggested
